"seriesID","seriesCode","seriesName","seriesParent","seriesUnits","entityID","entityIso","entityName","dataValue","dataYear","dataNote","dataSource","seriesDescription"
16298,"HHA4213bn_HHTotalHousehold","Do not need the Internet","","%",30,"BEL","Belgium","35.3804",2021,"","Statistics Belgium (Statbel)","This indicator measures the reasons to Internet access for households without Internet access. Each reason is expressed as a proportion of all households without Internet access. Households can have more than one reason for not having Internet access."
16298,"HHA4213bn_HHTotalHousehold","Do not need the Internet","","%",30,"BEL","Belgium","41.5521",2022,"","Statbel (Directorate General Statistics - Statistics Belgium)","This indicator measures the reasons to Internet access for households without Internet access. Each reason is expressed as a proportion of all households without Internet access. Households can have more than one reason for not having Internet access."
16298,"HHA4213bn_HHTotalHousehold","Do not need the Internet","","%",32,"BMU","Bermuda","24.9937",2015,"","Department of Statistics","This indicator measures the reasons to Internet access for households without Internet access. Each reason is expressed as a proportion of all households without Internet access. Households can have more than one reason for not having Internet access."
16298,"HHA4213bn_HHTotalHousehold","Do not need the Internet","","%",32,"BMU","Bermuda","37.4906",2016,"","Bermuda Government - Department of Statistics","This indicator measures the reasons to Internet access for households without Internet access. Each reason is expressed as a proportion of all households without Internet access. Households can have more than one reason for not having Internet access."
16298,"HHA4213bn_HHTotalHousehold","Do not need the Internet","","%",34,"BGD","Bangladesh","64.2617",2021,"No need of internet only - does not refer to ""lack of local content""","Bangladesh Bureau of Statistics (BBS)","This indicator measures the reasons to Internet access for households without Internet access. Each reason is expressed as a proportion of all households without Internet access. Households can have more than one reason for not having Internet access."
16298,"HHA4213bn_HHTotalHousehold","Do not need the Internet","","%",35,"BHR","Bahrain","6.47841",2013,"","Telecommunications Regulatory Authority (TRA)","This indicator measures the reasons to Internet access for households without Internet access. Each reason is expressed as a proportion of all households without Internet access. Households can have more than one reason for not having Internet access."
16298,"HHA4213bn_HHTotalHousehold","Do not need the Internet","","%",35,"BHR","Bahrain","34.0969",2014,"","Telecommunications Regulatory Authority (TRA)","This indicator measures the reasons to Internet access for households without Internet access. Each reason is expressed as a proportion of all households without Internet access. Households can have more than one reason for not having Internet access."
16298,"HHA4213bn_HHTotalHousehold","Do not need the Internet","","%",35,"BHR","Bahrain","123.364",2016,"Estimated based on TRA 2016 Residential consumer survey","Telecommunications Regulatory Authority (TRA)","This indicator measures the reasons to Internet access for households without Internet access. Each reason is expressed as a proportion of all households without Internet access. Households can have more than one reason for not having Internet access."
16298,"HHA4213bn_HHTotalHousehold","Do not need the Internet","","%",35,"BHR","Bahrain","28.0113",2017,"Estimated based on TRA 2017 Residential consumer survey","Telecommunications Regulatory Authority (TRA)","This indicator measures the reasons to Internet access for households without Internet access. Each reason is expressed as a proportion of all households without Internet access. Households can have more than one reason for not having Internet access."
16298,"HHA4213bn_HHTotalHousehold","Do not need the Internet","","%",35,"BHR","Bahrain","90.4698",2018,"estimated based on 2018 residential survey","Telecommunications Regulatory Authority (TRA)","This indicator measures the reasons to Internet access for households without Internet access. Each reason is expressed as a proportion of all households without Internet access. Households can have more than one reason for not having Internet access."
16298,"HHA4213bn_HHTotalHousehold","Do not need the Internet","","%",35,"BHR","Bahrain","60.0559",2019,"estimayed based on 2019 residential survey","Telecommunications Regulatory Authority (TRA)","This indicator measures the reasons to Internet access for households without Internet access. Each reason is expressed as a proportion of all households without Internet access. Households can have more than one reason for not having Internet access."
16298,"HHA4213bn_HHTotalHousehold","Do not need the Internet","","%",37,"BLR","Belarus","93.6862",2021,"","National Statistical Committee of the Republic of Belarus","This indicator measures the reasons to Internet access for households without Internet access. Each reason is expressed as a proportion of all households without Internet access. Households can have more than one reason for not having Internet access."
16298,"HHA4213bn_HHTotalHousehold","Do not need the Internet","","%",37,"BLR","Belarus","94.3698",2022,"","National Statistical Committee of the Republic of Belarus (Belstat)","This indicator measures the reasons to Internet access for households without Internet access. Each reason is expressed as a proportion of all households without Internet access. Households can have more than one reason for not having Internet access."
16298,"HHA4213bn_HHTotalHousehold","Do not need the Internet","","%",38,"BLZ","Belize","25.7316",2021,"","Statistical Institute of Belize","This indicator measures the reasons to Internet access for households without Internet access. Each reason is expressed as a proportion of all households without Internet access. Households can have more than one reason for not having Internet access."
16298,"HHA4213bn_HHTotalHousehold","Do not need the Internet","","%",40,"BWA","Botswana","16.3158",2014,"","Statistics Botswana","This indicator measures the reasons to Internet access for households without Internet access. Each reason is expressed as a proportion of all households without Internet access. Households can have more than one reason for not having Internet access."
16298,"HHA4213bn_HHTotalHousehold","Do not need the Internet","","%",43,"BRN","Brunei Darussalam","32.0002",2016,"","Authority for Info-communications Technology Industry of Brunei Darussalam","This indicator measures the reasons to Internet access for households without Internet access. Each reason is expressed as a proportion of all households without Internet access. Households can have more than one reason for not having Internet access."
16298,"HHA4213bn_HHTotalHousehold","Do not need the Internet","","%",43,"BRN","Brunei Darussalam","40.937",2018,"","Authority for Info-communciations Technology Industry of Brunei Darussalam (AITI)","This indicator measures the reasons to Internet access for households without Internet access. Each reason is expressed as a proportion of all households without Internet access. Households can have more than one reason for not having Internet access."
16298,"HHA4213bn_HHTotalHousehold","Do not need the Internet","","%",44,"BTN","Bhutan","19.412",2021,"","MINISTRY OF INFORMATION AND COMMUNICATIONS","This indicator measures the reasons to Internet access for households without Internet access. Each reason is expressed as a proportion of all households without Internet access. Households can have more than one reason for not having Internet access."
16298,"HHA4213bn_HHTotalHousehold","Do not need the Internet","","%",45,"BGR","Bulgaria","42.4687",2016,"","National Statistical Institute","This indicator measures the reasons to Internet access for households without Internet access. Each reason is expressed as a proportion of all households without Internet access. Households can have more than one reason for not having Internet access."
16298,"HHA4213bn_HHTotalHousehold","Do not need the Internet","","%",45,"BGR","Bulgaria","48.176",2017,"","National Statistical Institute","This indicator measures the reasons to Internet access for households without Internet access. Each reason is expressed as a proportion of all households without Internet access. Households can have more than one reason for not having Internet access."
16298,"HHA4213bn_HHTotalHousehold","Do not need the Internet","","%",45,"BGR","Bulgaria","50.0714",2019,"","National Statistical Institute","This indicator measures the reasons to Internet access for households without Internet access. Each reason is expressed as a proportion of all households without Internet access. Households can have more than one reason for not having Internet access."
16298,"HHA4213bn_HHTotalHousehold","Do not need the Internet","","%",53,"COL","Colombia","17.0138",2013,"","Departamento Administrativo Nacional de Estadística - DANE","This indicator measures the reasons to Internet access for households without Internet access. Each reason is expressed as a proportion of all households without Internet access. Households can have more than one reason for not having Internet access."
16298,"HHA4213bn_HHTotalHousehold","Do not need the Internet","","%",53,"COL","Colombia","27.9279",2014,"Refers to the main reason. Answers are mutually exclusive.","Departamento Administrativo Nacional de Estadística - DANE","This indicator measures the reasons to Internet access for households without Internet access. Each reason is expressed as a proportion of all households without Internet access. Households can have more than one reason for not having Internet access."
16298,"HHA4213bn_HHTotalHousehold","Do not need the Internet","","%",53,"COL","Colombia","32.4374",2015,"","Departamento Administrativo Nacional de Estadística - DANE","This indicator measures the reasons to Internet access for households without Internet access. Each reason is expressed as a proportion of all households without Internet access. Households can have more than one reason for not having Internet access."
16298,"HHA4213bn_HHTotalHousehold","Do not need the Internet","","%",53,"COL","Colombia","33.6964",2016,"","Departamento Administrativo Nacional de Estadística - DANE","This indicator measures the reasons to Internet access for households without Internet access. Each reason is expressed as a proportion of all households without Internet access. Households can have more than one reason for not having Internet access."
16298,"HHA4213bn_HHTotalHousehold","Do not need the Internet","","%",53,"COL","Colombia","30.1949",2017,"","Departamento Administrativo Nacional de Estadística - DANE","This indicator measures the reasons to Internet access for households without Internet access. Each reason is expressed as a proportion of all households without Internet access. Households can have more than one reason for not having Internet access."
16298,"HHA4213bn_HHTotalHousehold","Do not need the Internet","","%",53,"COL","Colombia","27.5989",2018,"","Departamento Administrativo Nacional de Estadística - DANE","This indicator measures the reasons to Internet access for households without Internet access. Each reason is expressed as a proportion of all households without Internet access. Households can have more than one reason for not having Internet access."
16298,"HHA4213bn_HHTotalHousehold","Do not need the Internet","","%",53,"COL","Colombia","26.9254",2021,"","Departamento Administrativo Nacional de Estadística - DANE","This indicator measures the reasons to Internet access for households without Internet access. Each reason is expressed as a proportion of all households without Internet access. Households can have more than one reason for not having Internet access."
16298,"HHA4213bn_HHTotalHousehold","Do not need the Internet","","%",53,"COL","Colombia","29.2282",2022,"","Departamento Administrativo Nacional de Estadistica (DANE)","This indicator measures the reasons to Internet access for households without Internet access. Each reason is expressed as a proportion of all households without Internet access. Households can have more than one reason for not having Internet access."
16298,"HHA4213bn_HHTotalHousehold","Do not need the Internet","","%",59,"CPV","Cabo Verde","33.301",2018,"","INSTITUTO NACIONAL DE ESTATISTICAS","This indicator measures the reasons to Internet access for households without Internet access. Each reason is expressed as a proportion of all households without Internet access. Households can have more than one reason for not having Internet access."
16298,"HHA4213bn_HHTotalHousehold","Do not need the Internet","","%",59,"CPV","Cabo Verde","18.6073",2019,"","INSTITUTO NACIONAL DE ESTATISTICA","This indicator measures the reasons to Internet access for households without Internet access. Each reason is expressed as a proportion of all households without Internet access. Households can have more than one reason for not having Internet access."
16298,"HHA4213bn_HHTotalHousehold","Do not need the Internet","","%",61,"CIV","Côte d'Ivoire","15.4308",2019,"","ARTCI","This indicator measures the reasons to Internet access for households without Internet access. Each reason is expressed as a proportion of all households without Internet access. Households can have more than one reason for not having Internet access."
16298,"HHA4213bn_HHTotalHousehold","Do not need the Internet","","%",61,"CIV","Côte d'Ivoire","35.114",2022,"","ARTCI","This indicator measures the reasons to Internet access for households without Internet access. Each reason is expressed as a proportion of all households without Internet access. Households can have more than one reason for not having Internet access."
16298,"HHA4213bn_HHTotalHousehold","Do not need the Internet","","%",66,"CYP","Cyprus","59.8866",2016,"","STATISTICAL SERVICE OF CYPRUS","This indicator measures the reasons to Internet access for households without Internet access. Each reason is expressed as a proportion of all households without Internet access. Households can have more than one reason for not having Internet access."
16298,"HHA4213bn_HHTotalHousehold","Do not need the Internet","","%",66,"CYP","Cyprus","79.4375",2019,"","STATISTICAL SERVICE OF CYPRUS","This indicator measures the reasons to Internet access for households without Internet access. Each reason is expressed as a proportion of all households without Internet access. Households can have more than one reason for not having Internet access."
16298,"HHA4213bn_HHTotalHousehold","Do not need the Internet","","%",71,"DNK","Denmark","50.325",2017,"","Statistics Denmark","This indicator measures the reasons to Internet access for households without Internet access. Each reason is expressed as a proportion of all households without Internet access. Households can have more than one reason for not having Internet access."
16298,"HHA4213bn_HHTotalHousehold","Do not need the Internet","","%",73,"ESP","Spain","67.3681",2016,"","Instituto Nacional de Estadística (INE)","This indicator measures the reasons to Internet access for households without Internet access. Each reason is expressed as a proportion of all households without Internet access. Households can have more than one reason for not having Internet access."
16298,"HHA4213bn_HHTotalHousehold","Do not need the Internet","","%",73,"ESP","Spain","67.1233",2017,"","Instituto Nacional de Estadística (INE)","This indicator measures the reasons to Internet access for households without Internet access. Each reason is expressed as a proportion of all households without Internet access. Households can have more than one reason for not having Internet access."
16298,"HHA4213bn_HHTotalHousehold","Do not need the Internet","","%",73,"ESP","Spain","74.1176",2019,"","Instituto Nacional de Estadística (INE)","This indicator measures the reasons to Internet access for households without Internet access. Each reason is expressed as a proportion of all households without Internet access. Households can have more than one reason for not having Internet access."
16298,"HHA4213bn_HHTotalHousehold","Do not need the Internet","","%",73,"ESP","Spain","75.0133",2021,"","Instituto Nacional de Estadística (INE)","This indicator measures the reasons to Internet access for households without Internet access. Each reason is expressed as a proportion of all households without Internet access. Households can have more than one reason for not having Internet access."
16298,"HHA4213bn_HHTotalHousehold","Do not need the Internet","","%",74,"EGY","Egypt","2.36571",2014,"","Ministry of Communications and Information Technology","This indicator measures the reasons to Internet access for households without Internet access. Each reason is expressed as a proportion of all households without Internet access. Households can have more than one reason for not having Internet access."
16298,"HHA4213bn_HHTotalHousehold","Do not need the Internet","","%",74,"EGY","Egypt","91.0904",2015,"","Central Agency For Public Mobilization And Statistics (CAPMAS)","This indicator measures the reasons to Internet access for households without Internet access. Each reason is expressed as a proportion of all households without Internet access. Households can have more than one reason for not having Internet access."
16298,"HHA4213bn_HHTotalHousehold","Do not need the Internet","","%",74,"EGY","Egypt","93.992",2016,"","Central Agency For Public Mobilization And Statistics (CAPMAS)","This indicator measures the reasons to Internet access for households without Internet access. Each reason is expressed as a proportion of all households without Internet access. Households can have more than one reason for not having Internet access."
16298,"HHA4213bn_HHTotalHousehold","Do not need the Internet","","%",74,"EGY","Egypt","91.9825",2017,"","Central Agency For Public Mobilization And Statistics (CAPMAS)","This indicator measures the reasons to Internet access for households without Internet access. Each reason is expressed as a proportion of all households without Internet access. Households can have more than one reason for not having Internet access."
16298,"HHA4213bn_HHTotalHousehold","Do not need the Internet","","%",74,"EGY","Egypt","96.0267",2018,"","Ministry of Communications and Information Technology","This indicator measures the reasons to Internet access for households without Internet access. Each reason is expressed as a proportion of all households without Internet access. Households can have more than one reason for not having Internet access."
16298,"HHA4213bn_HHTotalHousehold","Do not need the Internet","","%",74,"EGY","Egypt","93.0105",2019,"","Ministry of Communications and Information Technology","This indicator measures the reasons to Internet access for households without Internet access. Each reason is expressed as a proportion of all households without Internet access. Households can have more than one reason for not having Internet access."
16298,"HHA4213bn_HHTotalHousehold","Do not need the Internet","","%",74,"EGY","Egypt","93.0105",2020,"","Ministry of Communications and Information Technology","This indicator measures the reasons to Internet access for households without Internet access. Each reason is expressed as a proportion of all households without Internet access. Households can have more than one reason for not having Internet access."
16298,"HHA4213bn_HHTotalHousehold","Do not need the Internet","","%",74,"EGY","Egypt","62.5085",2022,"","Ministry of Communications and Information Technology","This indicator measures the reasons to Internet access for households without Internet access. Each reason is expressed as a proportion of all households without Internet access. Households can have more than one reason for not having Internet access."
16298,"HHA4213bn_HHTotalHousehold","Do not need the Internet","","%",75,"ECU","Ecuador","17.7225",2017,"","Instituto Nacional de Estadística y Censos (INEC)","This indicator measures the reasons to Internet access for households without Internet access. Each reason is expressed as a proportion of all households without Internet access. Households can have more than one reason for not having Internet access."
16298,"HHA4213bn_HHTotalHousehold","Do not need the Internet","","%",76,"EST","Estonia","70.8443",2016,"","Statistics Estonia","This indicator measures the reasons to Internet access for households without Internet access. Each reason is expressed as a proportion of all households without Internet access. Households can have more than one reason for not having Internet access."
16298,"HHA4213bn_HHTotalHousehold","Do not need the Internet","","%",76,"EST","Estonia","66.6667",2017,"","Statistics Estonia","This indicator measures the reasons to Internet access for households without Internet access. Each reason is expressed as a proportion of all households without Internet access. Households can have more than one reason for not having Internet access."
16298,"HHA4213bn_HHTotalHousehold","Do not need the Internet","","%",78,"FRA","France","16.9439",2019,"","Insee","This indicator measures the reasons to Internet access for households without Internet access. Each reason is expressed as a proportion of all households without Internet access. Households can have more than one reason for not having Internet access."
16298,"HHA4213bn_HHTotalHousehold","Do not need the Internet","","%",103,"HKG","Hong Kong, China","1.01474",2014,"","Census and Statistics Department","This indicator measures the reasons to Internet access for households without Internet access. Each reason is expressed as a proportion of all households without Internet access. Households can have more than one reason for not having Internet access."
16298,"HHA4213bn_HHTotalHousehold","Do not need the Internet","","%",103,"HKG","Hong Kong, China","0.602996",2016,"Reasons for not having the PC at home connected to the Internet. Purely including the reason ""lack of interest in Internet access""","Census and Statistics Department","This indicator measures the reasons to Internet access for households without Internet access. Each reason is expressed as a proportion of all households without Internet access. Households can have more than one reason for not having Internet access."
16298,"HHA4213bn_HHTotalHousehold","Do not need the Internet","","%",105,"HUN","Hungary","69.586",2017,"","Hungarian Central Statistical Office","This indicator measures the reasons to Internet access for households without Internet access. Each reason is expressed as a proportion of all households without Internet access. Households can have more than one reason for not having Internet access."
16298,"HHA4213bn_HHTotalHousehold","Do not need the Internet","","%",105,"HUN","Hungary","67.7282",2019,"","Hungarian Central Statistical Office","This indicator measures the reasons to Internet access for households without Internet access. Each reason is expressed as a proportion of all households without Internet access. Households can have more than one reason for not having Internet access."
16298,"HHA4213bn_HHTotalHousehold","Do not need the Internet","","%",107,"HRV","Croatia","52.6361",2016,"","Croatian Bureau of Statistics","This indicator measures the reasons to Internet access for households without Internet access. Each reason is expressed as a proportion of all households without Internet access. Households can have more than one reason for not having Internet access."
16298,"HHA4213bn_HHTotalHousehold","Do not need the Internet","","%",107,"HRV","Croatia","100",2017,"","Croatian Bureau of Statistics","This indicator measures the reasons to Internet access for households without Internet access. Each reason is expressed as a proportion of all households without Internet access. Households can have more than one reason for not having Internet access."
16298,"HHA4213bn_HHTotalHousehold","Do not need the Internet","","%",107,"HRV","Croatia","57.4095",2018,"","Croatian Bureau of Statistics","This indicator measures the reasons to Internet access for households without Internet access. Each reason is expressed as a proportion of all households without Internet access. Households can have more than one reason for not having Internet access."
16298,"HHA4213bn_HHTotalHousehold","Do not need the Internet","","%",107,"HRV","Croatia","66.4802",2019,"","Croatian Bureau of Statistics","This indicator measures the reasons to Internet access for households without Internet access. Each reason is expressed as a proportion of all households without Internet access. Households can have more than one reason for not having Internet access."
16298,"HHA4213bn_HHTotalHousehold","Do not need the Internet","","%",107,"HRV","Croatia","71.4367",2020,"","Croatian Bureau of Statistics","This indicator measures the reasons to Internet access for households without Internet access. Each reason is expressed as a proportion of all households without Internet access. Households can have more than one reason for not having Internet access."
16298,"HHA4213bn_HHTotalHousehold","Do not need the Internet","","%",107,"HRV","Croatia","84.9339",2021,"","Croatian Bureau of Statistics","This indicator measures the reasons to Internet access for households without Internet access. Each reason is expressed as a proportion of all households without Internet access. Households can have more than one reason for not having Internet access."
16298,"HHA4213bn_HHTotalHousehold","Do not need the Internet","","%",111,"ITA","Italy","25.0374",2017,"","Istat – National Institute of Statistics","This indicator measures the reasons to Internet access for households without Internet access. Each reason is expressed as a proportion of all households without Internet access. Households can have more than one reason for not having Internet access."
16298,"HHA4213bn_HHTotalHousehold","Do not need the Internet","","%",111,"ITA","Italy","25.3409",2020,"","National Institute of Statistics","This indicator measures the reasons to Internet access for households without Internet access. Each reason is expressed as a proportion of all households without Internet access. Households can have more than one reason for not having Internet access."
16298,"HHA4213bn_HHTotalHousehold","Do not need the Internet","","%",116,"IRN","Iran (Islamic Republic of)","44.4777",2013,"","Statistical Centre of Iran","This indicator measures the reasons to Internet access for households without Internet access. Each reason is expressed as a proportion of all households without Internet access. Households can have more than one reason for not having Internet access."
16298,"HHA4213bn_HHTotalHousehold","Do not need the Internet","","%",116,"IRN","Iran (Islamic Republic of)","64.1505",2015,"","Statistical Centre of Iran","This indicator measures the reasons to Internet access for households without Internet access. Each reason is expressed as a proportion of all households without Internet access. Households can have more than one reason for not having Internet access."
16298,"HHA4213bn_HHTotalHousehold","Do not need the Internet","","%",116,"IRN","Iran (Islamic Republic of)","83.2042",2017,"","Statistical Centre of Iran","This indicator measures the reasons to Internet access for households without Internet access. Each reason is expressed as a proportion of all households without Internet access. Households can have more than one reason for not having Internet access."
